addressnbr,addressline1,city,state,zip,streetaddress,lat,lng,tradename,owner,phone,county
204,S STANTON STREET,EL PASO,TX,79901,204 S STANTON STREET,31.75760138,-106.4855185,REST AREA,REST AREA LLC,915-345-1746,El Paso
1717,PLEASANT VALLEY ROAD '245',AUSTIN,TX,78741,1717 PLEASANT VALLEY ROAD '245',30.2351324,-97.7201552,REUBEN'S WINE AND SPIRITS #33,TWIN LIQUORS LP,(512) 389-1413,Travis
1305,WAYSIDE DRIVE,HOUSTON,TX,77011,1305 WAYSIDE DRIVE,29.7456627,-95.3029634,REX LIQUORS,NIRO INVESTMENTS LLC,713-926-5202,Harris
30340,FM 2978 SUITE 120,MAGNOLIA,TX,77354,30340 FM 2978 SUITE 120,30.19160589,-95.59076254,RIA'S LIQUOR,AMBICA BROTHERS INC.,346-331-2950,Montgomery
5108,SPRUCE STREET,BELLAIRE,TX,77401,5108 SPRUCE STREET,29.70800018,-95.46813328,RICE FINE WINES & LIQUOR,TARU INC.,713-666-1203,Harris
4710,ESTES PARKWAY,LONGVIEW,TX,75603,4710 ESTES PARKWAY,32.42468069,-94.71549801,RICH'S LIQUOR BEER & WINE,"KIM, PHARUN",903-757-2492,Gregg
1900,S SHEPHERD DRIVE,HOUSTON,TX,77019,1900 S SHEPHERD DRIVE,29.74907117,-95.41075726,RICHARD'S WINES & LIQUORS RICHARDS LIQUORS#1 SFP LTD. SPEC'S 81,SFP DISTRIBUTION LLC,713-526-8787,Harris
2545,KIRBY DRIVE,HOUSTON,TX,77019,2545 KIRBY DRIVE,29.74352856,-95.41870209,"RICHARDS LIQUORS & FINE WINES #8, RICHARDS LIQUORS SFP, DISTRIBU",SFP DISTRIBUTION LLC,713-526-8787,Harris
1665,VOSS ROAD,HOUSTON,TX,77057,1665 VOSS ROAD,29.75022432,-95.5010094,RICHARDS LIQUORS & FINE WINES SPEC'S WINE SPIRITS & FINER FOODS,SFP DISTRIBUTION LLC,713-526-8787,Harris
2620,S RICHEY STREET,HOUSTON,TX,77017,2620 S RICHEY STREET,29.6801646,-95.2286122,RICHEY HILL'S LIQUOR,N & K M LLC,(713) 941-8966,Harris
309.5,N HIGH,SAN SABA,TX,76877,309.5 N HIGH,31.19757791,-98.71854989,RICK'S BOTTLE BARN,SHANTIA LLC,512-940-8301,San Saba
202,SAWDUST ROAD '106',SPRING,TX,77380,202 SAWDUST ROAD '106',30.12748308,-95.44660096,RICKY'S LIQUOR,LAM & KIM LLC,281-367-2053,Montgomery
705,HWY 174,RIO VISTA,TX,760930396,705 HWY 174,32.21723881,-97.39488659,RIO VISTA LIQUOR,"HALL, WENDI DMASA",(817) 373-3171,Johnson
6301,WURZBACH ROAD,SAN ANTONIO,TX,78240,6301 WURZBACH ROAD,29.4906897,-98.5996599,RIVER CITY LIQUOR WINE & SPIRITS LLC,RIVER CITY LIQUOR WINE AND SPIRITS LLC,713-384-1817,Bexar
1800,STOREY LANE,DALLAS,TX,75220,1800 STOREY LANE,32.85402956,-96.88517807,RIVER'S LIQUOR,JTKV INC.,214-352-0800,Dallas
3602,SLIDE ROAD #4,LUBBOCK,TX,79414,3602 SLIDE ROAD #4,33.56141737,-101.922588,RIVERS SPIRIT,SPEZ RIVER SPIRIT LIQUOR LLC,806-722-0660,Lubbock
2023,E RIVERSIDE DRIVE,AUSTIN,TX,78741,2023 E RIVERSIDE DRIVE,30.2398867,-97.7275399,RIVERSIDE LIQUOR,AIA BUSINESS INC.,512 441-1948,Travis
1495,HWY 71W SUITE C,LA GRANGE,TX,78945,1495 HWY 71W SUITE C,29.91569314,-96.88952086,RIVERSIDE PACKAGE STORE,"MATHEWS, MICHAEL HENRY",979-968-3037,Fayette
4821,LJ PARKWAY SUITE 80,SUGAR LAND,TX,77479,4821 LJ PARKWAY SUITE 80,29.56644937,-95.63560349,RIVERSTONE FINE WINE AND SPIRITS,RIVERSTONE INTERNATIONAL INC.,,Fort Bend
405,E COMMERCE STREET,SAN ANTONIO,TX,78205-2621,405 E COMMERCE STREET,29.4241934,-98.4885645,RIVERWALK WINE & SPIRITS,GABRIEL INVESTMENT GROUP INC.,210-224-2012,Bexar
201,HWY 82 WEST,NOCONA,TX,76255-2618,201 HWY 82 WEST,33.78618709,-97.72791942,ROADRUNNER LIQUOR,LA KAY BUSINESS LLC,940-825-6039,Montague
213,S MAIN STREET,CROWELL,TX,79227,213 S MAIN STREET,33.98530403,-99.72509838,ROCKIN' H BEER BARN,"HALSELL, WHITNEY DAWN (ET AL)",940-684-1580,Foard
810,12TH STREET,ROSCOE,TX,79545,810 12TH STREET,32.41462242,-100.5812317,ROCKIN' S CANTINA,ROCKIN S CANTINA INC.,325-766-3655,Nolan
18720,STONE OAK PARKWAY SUITE 150,SAN ANTONIO,TX,78258,18720 STONE OAK PARKWAY SUITE 150,29.6100295,-98.4911669,RODRY LIQUOR,RODRY LLC,432-614-7950,Bexar
1803,GARTH ROAD,BAYTOWN,TX,77520,1803 GARTH ROAD,29.74442663,-94.97800336,ROMA DISCOUNT BEVERAGE MART,ROMA SPIRITS INC.,(281) 422-6080,Harris
6400,E ROSEDALE STREET,FORT WORTH,TX,76112,6400 E ROSEDALE STREET,32.72946706,-97.22250582,ROMEO LIQUOR STORE,SIDHIVINAYAK LLC,817-457-2622,Tarrant
6906,DIXIE DRIVE,HOUSTON,TX,77087,6906 DIXIE DRIVE,29.6814978,-95.3069203,ROSE LIQUOR,"NGUYEN, DERRICK CUONG",(713) 645-0954,Harris
6605,DALROCK ROAD,ROWLETT,TX,75089,6605 DALROCK ROAD,32.9195,-96.5185,ROWLETT LIQUOR,LP RETAILS LLC.,972-475-9300,Dallas
2831,MAIN STREET,GROVES,TX,77619,2831 MAIN STREET,29.93727967,-93.90924181,ROYAL LIQUOR,RANAK INC.,409-938-6591,Jefferson
11879,BISSONNET STREET,HOUSTON,TX,77099,11879 BISSONNET STREET,29.67511308,-95.58699138,ROYAL LIQUOR,A&K GRACE INTERNATIONAL LIQUOR LLC,281-564-1444,Harris
712,UNIVERSITY DRIVE SUITE A,PRAIRIE VIEW,TX,77446,712 UNIVERSITY DRIVE SUITE A,30.08643863,-95.99089772,ROYAL LIQUOR #2,"AKPOBOME, GODWIN OGHENOVO",,Waller
4034,CEDAR SPRINGS ROAD,DALLAS,TX,75219,4034 CEDAR SPRINGS ROAD,32.81135621,-96.81147116,ROYAL LIQUOR BEER & WINE,BUNNETH INC.,(214) 520-9624,Dallas
2144,RIDGMAR BOULEVARD,FORT WORTH,TX,761162238,2144 RIDGMAR BOULEVARD,32.73880856,-97.42506682,ROYAL LIQUOR BEER & WINE,NAZ SHABNAM INC.,817-731-1881,Tarrant
2825,34TH STREET,LUBBOCK,TX,79410,2825 34TH STREET,33.56318184,-101.8766484,ROYAL LIQUORS,"SHRESTHA, RUPAK K",210-535-4380,Lubbock
1306,34TH STREET,LUBBOCK,TX,79411-2735,1306 34TH STREET,33.5631726,-101.8213883,ROYAL PACKAGE STORE,KAVRD LLC,806-368-9861,Lubbock
10008,TIDWELL ROAD SUITE E,HOUSTON,TX,77078,10008 TIDWELL ROAD SUITE E,29.8505809,-95.2390838,ROYALTY'S WINE & LIQUOR,ROYALTY'S WINE & LIQUOR LLC,,Harris
13140,KIDD ROAD SUITE B,CONROE,TX,77302,13140 KIDD ROAD SUITE B,30.26482101,-95.42961591,RP SPIRITS,RIVNE PROPERTIES LLC,936-828-2545,Montgomery
1445,WILCREST DRIVE,HOUSTON,TX,77042,1445 WILCREST DRIVE,29.74868322,-95.57197946,RUBY'S LIQUOR STORE,"CORTEZ, RUBY",832-495-7740,Harris
4404,FM 565 SOUTH SUITE 1,BAYTOWN,TX,77523,4404 FM 565 SOUTH SUITE 1,29.79746819,-94.8532324,RUSH LIQUOR & CIGAR,SHAZ BUSINESS LLC,,Chambers
4014,COLLEGE AVENUE,SNYDER,TX,79549,4014 COLLEGE AVENUE,32.69976905,-100.919086,RUSTIC STAR LIQUOR,"WEBER, KATHERINE ANN",325-574-1117,Scurry
265,CYPRESSWOOD,SPRING,TX,77388,265 CYPRESSWOOD,30.05116601,-95.43643242,RYAN'S LIQUOR,AMERICAN TOP SHELF LLC,281-350-6515,Harris
11423,VETERANS MEMORIAL DRIVE,HOUSTON,TX,77067,11423 VETERANS MEMORIAL DRIVE,29.9485333,-95.4692675,RYAN'S LIQUOR & SMOKE,AMERICAN TOP SHELF LLC,,Harris
33434,HWY 146 NORTH,RYE,TX,77369,33434 HWY 146 NORTH,30.47890992,-94.77810754,RYE LIQUOR,"CHEA, ALEXANDER RO",936-685-5313,Liberty
3533,S DAIRY ASHFORD SUITE F,HOUSTON,TX,77082,3533 S DAIRY ASHFORD SUITE F,29.72299959,-95.60475104,S & B LIQUOR & FINE CIGARS,SHRIJI MEHER LLC,,Harris
1625,MEYER STREET,SEALY,TX,774743925,1625 MEYER STREET,29.7677303,-96.15414007,S & H LIQUOR #1,KRAMPITZ & NELSON ENTERPRISES LLC,(979) 885-6534,Austin
101,W SPRING CREEK PARKWAY,PLANO,TX,75023-4623,101 W SPRING CREEK PARKWAY,33.0579239,-96.6948453,S & K BEVERAGE,DAH-ON INC.,972-517-2598,Collin
6037,FRY RD SUITE 138,KATY,TX,77449,6037 FRY RD SUITE 138,29.85913535,-95.72102723,S & R LIQUOR,VALLANI INVESTMENT LLC,281-858-1110,Harris
14366,MEMORIAL DRIVE 'B',HOUSTON,TX,77079,14366 MEMORIAL DRIVE 'B',29.77029616,-95.5991363,S & R LIQUOR #2,SANGEETA ENTERPRISES LLC,281-531-6726,Harris
200,W MARTIN LUTHER KING JR STREET,BRYAN,TX,77803,200 W MARTIN LUTHER KING JR STREET,30.6805294,-96.3736871,S & S LIQUOR (1997),ZN ENTERPRISES INC.,979-575-3127,Brazos
280,E ROUNDBUNCH ROAD,BRIDGE CITY,TX,77611,280 E ROUNDBUNCH ROAD,30.03171405,-93.8302852,S & S LIQUOR STORE,S & S LIQUOR STORE LLC,,Orange
1530,AUSTIN HWY SUITE 115,SAN ANTONIO,TX,78218,1530 AUSTIN HWY SUITE 115,29.49420396,-98.43251505,S AND M LIQUOR,SKM CAPTAIN OF AMERICA ENTERPRISE CORP.,,Bexar
210,W GREENS ROAD SUITE A,HOUSTON,TX,77067,210 W GREENS ROAD SUITE A,29.9490866,-95.42085119,S APPLEJACK LIQUOR,ALKESH CO LLC,281-873-5159,Harris
3308,CENTER STREET,DEER PARK,TX,77536,3308 CENTER STREET,29.68168522,-95.12341481,S-K LIQUOR,BAY AREA LIQUORS INC.,281-479-1774,Harris
2222,S WASHINGTON STREET,KAUFMAN,TX,75142-3626,2222 S WASHINGTON STREET,32.57015562,-96.31484873,SAL'S LIQUOR STORE,SAIN VENTURE LLC,972-932-6020,Kaufman
1331,E MULBERRY STREET,ANGLETON,TX,77515,1331 E MULBERRY STREET,29.17274514,-95.41666701,SAM LIQUOR,"NORNG, SAMBATH",,Brazoria
2900,GULFWAY DRIVE SUITE B,PORT ARTHUR,TX,77642,2900 GULFWAY DRIVE SUITE B,29.8991883,-93.92803919,SAM'S LIQUOR,SUMAR TRADING INC.,,Jefferson
2811,COLLINGSWORTH,HOUSTON,TX,77026,2811 COLLINGSWORTH,29.7942837,-95.3411187,SAM'S LIQUOR,TOB & TIFF INC.,713-223-3061,Harris
30,HWY 183 NORTH 'B',LIBERTY HILL,TX,78642,30 HWY 183 NORTH 'B',30.653743,-97.8749703,SAM'S LIQUOR,ZSN GLOBAL LLC,512-515-5627,Williamson
210,S ROCKWALL AVENUE,TERRELL,TX,75160,210 S ROCKWALL AVENUE,32.73509247,-96.2810473,SAM'S LIQUOR,"BHATT, SAMIR HARIPRASAD",(972) 563-5079,Kaufman
7220,BOB BULLOCK LOOP SUITE 103,LAREDO,TX,78041,7220 BOB BULLOCK LOOP SUITE 103,27.56097894,-99.44448594,SAM'S LIQUOR #2,SAM'S LIQUORS INC.,956-791-3080,Webb
4350,E LUCAS DRIVE,BEAUMONT,TX,77708,4350 E LUCAS DRIVE,30.1186208,-94.144405,SAM'S PACKAGE STORE,DST ENTERPRISES LLC,409-749-6405,Jefferson
2409,GREGG STREET,BIG SPRING,TX,79720-5532,2409 GREGG STREET,32.23073332,-101.4706535,SAM'S PACKAGE STORE,SAM'S PACKAGE STORE LLC,432-263-7398,Howard
5119,ROWLETT ROAD,ROWLETT,TX,75088-4036,5119 ROWLETT ROAD,32.90589454,-96.56953178,SAM'S WHOLESALE PRICED LIQUOR,C & R SPIRITS INC.,469-814-9125,Dallas
1551,16TH STREET,ORANGE,TX,776303613,1551 16TH STREET,30.10631576,-93.74737502,SAMMY'S LIQUOR,ORBITZ INCORPORATED,(409) 883-8838,Orange
22113,FM 457,SARGENT,TX,77414,22113 FM 457,28.89923776,-95.87951483,SARGENT PACKAGE STORE,NEEDA & AMY ENTERPRISES INC.,(979) 245-4980,Matagorda
1414,CYPRESS CREEK PARKWAY,HOUSTON,TX,77090,1414 CYPRESS CREEK PARKWAY,30.00863076,-95.44388219,SAS LIQUOR,METHAN INVESTMENTS INC.,281-444-9077,Harris
10020,KLECKLEY DRIVE,HOUSTON,TX,77075,10020 KLECKLEY DRIVE,29.6223298,-95.2302889,SAVE LIQUOR,"TRAN, ANH THUY THI",713-944-5585,Harris
21950,MEADOW HILL DRIVE SUITE B,SPRING,TX,77388,21950 MEADOW HILL DRIVE SUITE B,30.0824201,-95.4685033,SAVE-A-STEP LIQUOR,METHAN INVESTMENTS INC.,281-355-1114,Harris
21212,KUYKENDAHL ROAD SUITE C,SPRING,TX,77379,21212 KUYKENDAHL ROAD SUITE C,30.0770544,-95.5147018,SBJ LIQUOR,ALL J&S INVESTMENTS INC,,Harris
2801,FORT WORTH HWY,HUDSON OAKS,TX,76087,2801 FORT WORTH HWY,32.75714115,-97.71935894,SCHRICK'S LIQUOR TOO,"SCHRICK, JAMES KEITH",,Parker
969,S LAMAR STREET,DALLAS,TX,752025511,969 S LAMAR STREET,32.77067214,-96.79983342,SCOTT DISCOUNT LIQUOR BEER & WINE,SCOTT LIM LLC,214 421-0777,Dallas
212,S RED RIVER EXPRESSWAY,BURKBURNETT,TX,763543700,212 S RED RIVER EXPRESSWAY,34.09256064,-98.55775242,SCOTT'S SHOTS & SPIRITS,SCOTT'S SHOTS & SPIRITS INC.,940-569-8096,Wichita
101,S SEVEN POINTS DRIVE SUITE B,SEVEN POINTS,TX,75143,101 S SEVEN POINTS DRIVE SUITE B,32.36358991,-96.24814658,SCOTTIES EXXON,TAMNINE LLC,903-432-4890,Henderson
1607,W MOORE AVENUE,TERRELL,TX,75160,1607 W MOORE AVENUE,32.73695649,-96.30144782,SCOTTYS PARTY PAK,"THOMAS, THOMACHEN CELIN",214-299-0746,Kaufman
6800,RANDOL MILL ROAD,FORT WORTH,TX,76120,6800 RANDOL MILL ROAD,32.777872,-97.2117818,SEASONS LIQUOR,DLF BUSINESS GROUP LLC,,Tarrant
3101,N INSPIRATION SUITE A,MISSION,TX,78572,3101 N INSPIRATION SUITE A,26.24127579,-98.34600524,SENOR FROGS LIQUOR STORE,RIBBIT RIBBIT LLC,956-583-2903,Hidalgo
10,FM 2611,BAY CITY,TX,77414,10 FM 2611,28.89923776,-95.87951483,SENOR WOOD'S UNA MAS CERVEZA & LIQUOR/WINE,MARKETING ENDEAVORS LLC,979-244-8990,Matagorda
606,S CENTER,ARCHER CITY,TX,76351,606 S CENTER,33.56894437,-98.67455874,SEP'S LIQUOR,SEP'S LIQUOR LLC,940 574 4651,Archer
12403,VETERANS MEMORIAL DRIVE,HOUSTON,TX,77014,12403 VETERANS MEMORIAL DRIVE,29.9668955,-95.4830431,SERENDIP LIQUOR,SIRIPADA ENTERPRISES INC,832-461-1815,Harris
1201,N VELASCO SUITE B,ANGLETON,TX,77515,1201 N VELASCO SUITE B,29.18685302,-95.43334315,"SFP, LTD, SPEC'S LIQUOR, SPEC'S WHOLESALE, SPEC'S WINE, SPIRITS",SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Brazoria
1827,HWY 2861,COMANCHE,TX,76442,1827 HWY 2861,31.89183535,-98.61488547,SHADE TREE LIQUOR,FIVE MITRO LLC,325-356-9400,Comanche
11041,SHADOW CREEK PARKWAY SUITE 102,PEARLAND,TX,77584,11041 SHADOW CREEK PARKWAY SUITE 102,29.5817033,-95.3908401,SHADOW CREEK LIQUOR STORE,MSJ BUSINESS GROUP LLC,,Brazoria
1710,LAMAR STREET,SWEETWATER,TX,79556-7151,1710 LAMAR STREET,32.45147076,-100.3989035,SHAMROCK LIQUOR STORE,"RAGLAND, ROBERT GRADY",325-235-1464,Nolan
7605,DASHWOOD,HOUSTON,TX,77036,7605 DASHWOOD,29.70734016,-95.518716,SHARPSTOWN LIQUOR,ROMERO BROS. INC.,713-541-0855,Harris
311,W HUNDLEY DRIVE,LAKE DALLAS,TX,750652509,311 W HUNDLEY DRIVE,33.1226901,-97.03294865,SHAX'S LIQUOR,NORTH ATLANTIC TRADING INC.,940-497-4542,Denton 
1776,TEASLEY LANE SUITE 100,DENTON,TX,76205,1776 TEASLEY LANE SUITE 100,33.1921191,-97.1248276,SHAX'S LIQUOR AT DENTON,NORTH ATLANTIC TRADING INC.,,Denton 
26730,HWY 380 EAST SUITE 200,LITTLE ELM,TX,75068,26730 HWY 380 EAST SUITE 200,33.22010308,-96.91793389,SHAX'S LIQUOR AT LITTLE ELM,NORTH ATLANTIC TRADING INC.,,Denton 
508,S ALAMO STREET,HEARNE,TX,77859,508 S ALAMO STREET,30.87475166,-96.60155931,SHEAR'S LIQUOR,SNI GROUP INC.,,Robertson
10226,WESTHEIMER 'C',HOUSTON,TX,77042,10226 WESTHEIMER 'C',29.73700365,-95.55370699,SHELBY'S LIQUOR,"NGUYEN, KHANH CONG",713 977-7397,Harris
515,S FRY RD SUITE U,KATY,TX,77450,515 S FRY RD SUITE U,29.7800277,-95.7175602,SHELBY'S LIQUOR II,TIGER MAI KHANH LLC,281-578-0957,Harris
2405,S GESSNER SUITE A-2,HOUSTON,TX,77063,2405 S GESSNER SUITE A-2,29.74064799,-95.53783082,SHELBY'S LIQUOR III,TIGER MAI KHANH LLC,713-584-8291,Harris
2300,HIGHLAND VILLAGE ROAD,HIGHLAND VILLAGE,TX,75077,2300 HIGHLAND VILLAGE ROAD,33.0726461,-97.05879768,SHELLMAN'S FINE WINE & SPIRITS,SHELLMAN'S CLEAR CREEK INC.,(9712) 317-6500,Denton 
3501,FM 407 SUITE 100,BARTONVILLE,TX,76226,3501 FM 407 SUITE 100,33.11028807,-97.16936854,SHELLMAN'S FINE WINE & SPIRITS TOO,HOTTY TODDY LLC,,Denton 
115,LONGHORN ROAD,FORT WORTH,TX,76179,115 LONGHORN ROAD,32.84755865,-97.36122301,SHORT HORN LIQUORS,NA & NA INC.,,Tarrant
101,MEDICS LANE,TERLINGUA,TX,79852,101 MEDICS LANE,29.40318982,-103.6240868,SHOT TIME LIQUORS,"SWEENEY, TONIA SUE",432-371-3155,Brewster
1310,W MAIN STREET,LEWISVILLE,TX,75067,1310 W MAIN STREET,33.04202149,-97.02761458,SHOTZ LIQUOR STORE,SHOTZ LIQUOR STORE LLC,478-284-5728,Denton 
51,LIMMER LOOP UNIT 200,ROUND ROCK,TX,78665,51 LIMMER LOOP UNIT 200,30.5626814,-97.6049488,SIENA LIQUOR,VENEZIA INVESTMENTS LLC,,Williamson
8880,HWY 6 SUITE 130,MISSOURI CITY,TX,77459,8880 HWY 6 SUITE 130,29.5399874,-95.53874982,SIENNA WINE & SPIRITS,MODI ENTERPRISES INC.,281-778-9494,Fort Bend
538,CENTENNIAL,RICHARDSON,TX,75081,538 CENTENNIAL,32.9379,-96.7201,SIGEL'S WINE & SPIRITS #88,TWIN LIQUORS LP,512-222-0700,Dallas
2325,IH 30,MOBILE CITY,TX,75087,2325 IH 30,32.94175299,-96.44990724,SIGEL'S WINE & SPIRITS #89,TWIN LIQUORS LP,512-222-0700,Rockwall
3020,LEGACY DRIVE SUITE 270 AND 280,PLANO,TX,75023,3020 LEGACY DRIVE SUITE 270 AND 280,33.0706066,-96.7514377,SIGEL'S WINE & SPIRITS #90,TWIN LIQUORS LP,512-222-0700,Collin
5757,GREENVILLE AVENUE,DALLAS,TX,75206,5757 GREENVILLE AVENUE,32.8556,-96.7693,SIGEL'S WINE & SPIRITS #91,TWIN LIQUORS LP,512-222-0700,Dallas
2800,ROUTH STREET SUITE 180,DALLAS,TX,75201,2800 ROUTH STREET SUITE 180,32.79810457,-96.80365542,SIGEL'S WINE & SPIRITS #92,TWIN LIQUORS LP,512-222-0700,Dallas
506,S RIVERFRONT BOULEVARD,DALLAS,TX,75207,506 S RIVERFRONT BOULEVARD,32.78670767,-96.82128585,SIGEL'S WINE & SPIRITS #93,TWIN LIQUORS LP,512-222-0700,Dallas
3209,N FITZHUGH AVENUE,DALLAS,TX,75204,3209 N FITZHUGH AVENUE,32.81650922,-96.79263548,SIGEL'S WINE & SPIRITS #94,TWIN LIQUORS LP,512-222-0700,Dallas
1441,W MOCKINGBIRD LANE,DALLAS,TX,75235,1441 W MOCKINGBIRD LANE,32.8223613,-96.86298142,SIGEL'S WINE & SPIRITS #95,TWIN LIQUORS LP,512-222-0700,Dallas
801,CRD 826 SUITE 401-408,ANNA,TX,75409,801 CRD 826 SUITE 401-408,33.3519454,-96.52731141,SIGEL'S WINE & SPIRITS #96,TWIN LIQUORS LP,512-222-0720,Collin
2920-2960,ANODE,DALLAS,TX,75220,2920-2960 ANODE,32.87673401,-96.87971329,SIGEL'S WINE & SPIRITS #97,TWIN LIQUORS LP,512-222-0700,Dallas
23933,NICHOLS SAWMILL ROAD SUITE B,HOCKLEY,TX,77447,23933 NICHOLS SAWMILL ROAD SUITE B,30.11498532,-95.77912651,SILVER DOLLAR SPIRITS & WINE,SILVER DOLLAR SPIRITS & WINE LLC,832-934-1888,Montgomery
19520,FM 1488,MAGNOLIA,TX,77355,19520 FM 1488,30.15768499,-95.74805212,SILVER DOLLAR SPIRITS & WINE #2,SILVER DOLLAR SPIRITS & WINE LLC,(832) 934-1606,Montgomery
26125,HWY 105 WEST,DOBBIN,TX,77333,26125 HWY 105 WEST,30.34889819,-95.79067618,SILVER DOLLAR SPIRITS & WINE #3,SILVER DOLLAR SPIRITS & WINE LLC,832-934-1606,Montgomery
4930,W COMMERCE STREET,SAN ANTONIO,TX,782371509,4930 W COMMERCE STREET,29.4310059,-98.5588007,SINGH LIQUOR,W & L WORLD INC.,210-433-3663,Bexar
525,HWY 132 NORTH,DEVINE,TX,78016,525 HWY 132 NORTH,29.14480169,-98.90264647,SKI'S,"KORCZYNSKI, RHONDA LYNN",830-663-2245,Medina
1720,W LOOP NORTH,HOUSTON,TX,77008,1720 W LOOP NORTH,29.79859536,-95.41754466,SKY LIQUOR,NATCHAL & SONS L.L.C.,281-448-2626,Harris
5211,BARKER CYPRESS ROAD SUITE 105,HOUSTON,TX,77084,5211 BARKER CYPRESS ROAD SUITE 105,29.8494772,-95.6836946,SKY LIQUOR,AROMA BEVERAGES LLC,,Harris
2202,HWY 190 WEST SUITE 200,COPPERAS COVE,TX,76522,2202 HWY 190 WEST SUITE 200,31.12025083,-97.88001578,SMART LIQUOR,EVA MOMIN CORPORATION,512-293-9768,Coryell
22091,HWY 90,BEDIAS,TX,77831,22091 HWY 90,30.77415626,-95.95010822,SMILEY'S LIQUOR STOP AND FINE CIGARS #2,BOLIVAR HIGH ISLAND BUSINESS INC.,936-395-1118,Grimes
266,FM 247 SUITE B,HUNTSVILLE,TX,77320,266 FM 247 SUITE B,30.734138,-95.55189265,SMILEY'S LIQUOR STORE,BOLIVAR HIGH ISLAND BUSINESS INC.,936-439-0509,Walker
2101,RANKIN HWY,MIDLAND,TX,79701,2101 RANKIN HWY,31.9767806,-102.0750404,SMOKERS DISCOUNT & LIQUOR,"MURRAY, MICHAEL DEAN",432-570-5336,Midland
1050,N 16TH STREET,ORANGE,TX,77630,1050 N 16TH STREET,30.10106722,-93.7471029,SMOKERS EXPRESS WINE & SPIRIT,SOLLEY'S INC.,409-882-9000,Orange
7042,BISSONNET STREET,HOUSTON,TX,77074,7042 BISSONNET STREET,29.68793574,-95.50668614,SMU VALU DISCOUNT LIQUOR,SMU VALUE DISCOUNT LIQUOR LLC,713 777-9463,Harris
2230,BUCKTHORNE PLACE SUITE 170,THE WOODLANDS,TX,77380,2230 BUCKTHORNE PLACE SUITE 170,30.14113059,-95.47182017,SN LIQUOR,SHEPHERDS' NIGHT LLC,281-203-5116,Montgomery
3417,MANSFIELD HWY,FORT WORTH,TX,76119,3417 MANSFIELD HWY,32.68114134,-97.27542677,SNAPPY LIQUOR,JAYHO RADHAKRISHNA INC.,817-413-7300,Tarrant
711,COLLEGE AVENUE,SOUTH HOUSTON,TX,77587,711 COLLEGE AVENUE,29.6611663,-95.238923,SOHO LIQUOR & BEVERAGE MART DRIVE-THRU,NIRO INVESTMENTS LLC,832-804-9129,Harris
16207,FM 1730,LUBBOCK,TX,79424,16207 FM 1730,33.44303216,-101.9274364,SONNY'S,SONNY'S MART LLC,806-283-0347,Lubbock
2450,WALNUT HILL LANE,DALLAS,TX,752295627,2450 WALNUT HILL LANE,32.8807,-96.8956,SONNY'S LIQUOR,TOM & ANH LE CORP.,(214) 350-5143,Dallas
20041,KATY FREEWAY,KATY,TX,77450,20041 KATY FREEWAY,29.78412875,-95.72130083,SONNY'S LIQUOR & CIGARS,NAITEL ENTERPRISE INC.,(281) 492-6981,Harris
14763,HWY 87S SUITE A,HEMPHILL,TX,75948,14763 HWY 87S SUITE A,31.30804765,-93.77901577,SOUTH LAKE PACKAGE STORE,"JOHNSON, GEORGE RANDALL",409-579-3335,Sabine
2418,S LAMAR BOULEVARD,AUSTIN,TX,787044740,2418 S LAMAR BOULEVARD,30.2467828,-97.7778311,SOUTH LAMAR WINE & SPIRITS,PETROS ENTERPRISES LLC,512-462-9463,Travis
224,LOOP 336 WEST SOUTH SUITE E,CONROE,TX,77304,224 LOOP 336 WEST SOUTH SUITE E,30.32952176,-95.51412277,SOUTH LOOP SPIRITS INC.,SOUTH LOOP SPIRITS INC.,(936) 760-2150,Montgomery
2321,S OAK,MINERAL WELLS,TX,76067,2321 S OAK,32.78928435,-98.11057233,SOUTH OAK LIQUORS,ANWIN VENTURES LLC,940-654-9995,Palo Pinto
2004,S STREET,NACOGDOCHES,TX,75964,2004 S STREET,31.62245763,-94.74473329,SOUTH STREET LIQUOR STORE,KKP BEVERAGE INC.,(936) 569-7142,Nacogdoches
3253,HARRY WURZBACH ROAD SUITE 2,SAN ANTONIO,TX,78209,3253 HARRY WURZBACH ROAD SUITE 2,29.4953582,-98.4352473,SOUTHERN LIQUOR & WINE,NASAVI ENTERPRISE LLC,,Bexar
3193,JUNCTION HWY,INGRAM,TX,78025,3193 JUNCTION HWY,30.07346749,-99.23355636,SOUTHERN SPIRITS,CLARY LIQUORS LLC,830 367-7850,Kerr
2260,EVANS AVENUE,FORT WORTH,TX,76104,2260 EVANS AVENUE,32.72049889,-97.31865853,SOUTHSIDE LIQUOR AND TOBACCO,KOLAILAT LLC,817-759-9300,Tarrant
2323,CLEAR LAKE CITY BOULEVARD,HOUSTON,TX,770628039,2323 CLEAR LAKE CITY BOULEVARD,29.5927318,-95.1404988,SPACE CITY LIQUOR WINE BEER CIGAR,SD & CH INC.,281 280-0267,Harris
3419,W OREM SUITE I,HOUSTON,TX,77045,3419 W OREM SUITE I,29.63573341,-95.43302808,SPACE CITY LIQUORS,GLO PARTNERS LLC,832-364-7058,Harris
1020,CYPRESS CREEK PARKWAY SUITE 6,HOUSTON,TX,77090,1020 CYPRESS CREEK PARKWAY SUITE 6,30.00863076,-95.44388219,SPACE LIQUOR,ROYAL TULIP LLC,281-537-0409,Harris
