addressnbr,addressline1,city,state,zip,streetaddress,tradename,owner,phone,county,shortname,oldlat,oldlng,lat,lng
9344,JONES RD SUITE L,HOUSTON,TX,77065,9344 JONES RD SUITE L,MIKE'S LIQUOR,"FAKHOURY, ZAIDAN NASSAR",281-469-1859,Harris,,29.9092721,-95.5830814,29.9093,-95.5831
332,N 23RD,BEAUMONT,TX,77707,332 N 23RD,MIKE'S LIQUOR,ZEUS BUSINESS INC.,,Jefferson,,30.08373706,-94.14320878,30.0829,-94.1429
729,LIVE OAK STREET,MARLIN,TX,76661-2465,729 LIVE OAK STREET,MIKE'S LIQUOR,COX'S LIQUOR LLC,254-883-6800,Falls,,31.30641219,-96.88575496,31.3066,-96.8849
323,S RIVERFRONT BOULEVARD,DALLAS,TX,752074404,323 S RIVERFRONT BOULEVARD,MIKE'S MART,TEXAS INDUSTRIAL REUNION INC.,(214) 760-2411,Dallas,,32.77179318,-96.81205205,32.7732,-96.8133
1222,N PRICE ROAD,PAMPA,TX,79065-5906,1222 N PRICE ROAD,MIKEY'S LIQUOR STORE,MIJ INC.,806-665-9662,Gray,,35.54204864,-100.8997939,35.5461,-100.989
1144,AIRPORT BOULEVARD SUITE 650,AUSTIN,TX,78702,1144 AIRPORT BOULEVARD SUITE 650,MILL POND LIQUOR STORE,"NAIK, SUNIL ARVINDBHAI",(512) 928-0305,Travis,,30.2722064,-97.6980577,30.2717,-97.6978
5902,JACKSBORO HWY,SANSOM PARK,TX,76114,5902 JACKSBORO HWY,MILLENIUM LIQUOR,RAMEE TRADING INC.,817-624-6100,Tarrant,,32.80373188,-97.41101163,32.8037,-97.411
3325,AVENUE A,BEAUMONT,TX,77705,3325 AVENUE A,MILLER'S LIQUOR,SHAILA INTERNATIONAL INC.,409-832-8023,Jefferson,,30.0537739,-94.097181,30.0538,-94.0973
4405,COLLEYVILLE BOULEVARD,COLLEYVILLE,TX,76034,4405 COLLEYVILLE BOULEVARD,MIRAGE FINE SPIRITS,MIRAGE FINE SPIRITS LLC,817-577-3676,Tarrant,,32.8746181,-97.1622857,32.8747,-97.1624
4810,AVENUE H,ROSENBERG,TX,77471,4810 AVENUE H,MO ACE LIQUOR,CHACON LLC,281-762-0642,Fort Bend,,29.56760205,-95.77982769,29.5677,-95.7793
806,LUELLA STREET,FORT WORTH,TX,761025636,806 LUELLA STREET,MOFFETT LIQUOR STORE,"MOFFETT, KATHY H",(817) 870-0144,Tarrant,,32.75089496,-97.320424,32.7508,-97.321
402,S VIRGINIA STREET SUITE A,TERRELL,TX,75160,402 S VIRGINIA STREET SUITE A,MOM & POPS LIQUOR,FILMS CORPORATION,972-551-2675,Kaufman,,33.0195,-96.4278,32.7329,-96.2761
918,W MONTE CRISTO ROAD SUITE B,EDINBURG,TX,78541,918 W MONTE CRISTO ROAD SUITE B,MONTE CRISTO LIQUORS,"DELATEJERA, SILVIA",,Hidalgo,,26.33882657,-98.16852792,26.3381,-98.1661
4855,N CENTRAL EXPRESSWAY,DALLAS,TX,75205,4855 N CENTRAL EXPRESSWAY,MONTICELLO BEER WINE & SPIRIT,KILLARNEY ENTERPRISES LLC,(214) 520-6618,Dallas,,32.82599845,-96.7845924,32.8263,-96.7846
3720,GATTIS SCHOOL ROAD SUITE 900,ROUND ROCK,TX,786644661,3720 GATTIS SCHOOL ROAD SUITE 900,MOON DANCE WINE AND SPIRITS,MOON DANCE SPIRITS L.L.C.,512 716-1020,Williamson,,30.4983609,-97.615506,30.4986,-97.6157
1406,CHICO HWY,BRIDGEPORT,TX,764262212,1406 CHICO HWY,MOONSHINE LIQUORS,MOONSHINE LIQUORS INC.,940-683-4130,Wise,,33.16682059,-97.84272342,33.215,-97.7671
116,W MAIN STREET,BLACKWELL,TX,79506-2052,116 W MAIN STREET,MOONSHINE'S,"WHIPPLE, REBECCA RUTH (ET AL)",325-264-9845,Nolan,,32.11800864,-100.3233829,32.0868,-100.319
4416,BRIARWOOD AVENUE SUITE 106,MIDLAND,TX,79707-2616,4416 BRIARWOOD AVENUE SUITE 106,MOORE BEVERAGES,MOORE BEVERAGES LLC,432-699-1921,Midland,,32.0316171,-102.1483836,32.0322,-102.148
200,W BROADAY,FRITCH,TX,79036,200 W BROADAY,MOOSE BARN LIQUOR,MEREDITH MOOSE LLC,806-898-1139,Hutchinson,,35.63881198,-101.5774568,35.6419,-101.601
2765,HWY 71 EAST,AUSTIN,TX,78617,2765 HWY 71 EAST,MOUNT EVEREST LIQUOR STORE,"RAI, GANESH",737-247-4228,Travis,,30.21019311,-97.65273415,30.2104,-97.6526
4100,DYER ST SUITE A-D,EL PASO,TX,79930,4100 DYER ST SUITE A-D,MOUNTAIN LIQUOR STORE,MOUNTAIN LIQUOR STORE A LIMITED LIABILITY COMPANY,915-564-0783,El Paso,,31.8130396,-106.4445958,31.8131,-106.444
156,FM 1960E SUITE B,HOUSTON,TX,77073,156 FM 1960E SUITE B,MPM DISCOUNT LIQUOR INC.,MPM DISCOUNT LIQUOR INC.,281-443-2816,Harris,,29.99988088,-95.39954308,30.0209,-95.4266
2539,PRESTON AVENUE,PASADENA,TX,77503,2539 PRESTON AVENUE,MR. B'S BAR SUPPLY & LIQUOR,PRESTON ST. LIQUOR INC.,281-456-2492,Harris,,29.6742053,-95.1719868,29.6742,-95.1718
216,HWY 277 NORTH,SONORA,TX,76950,216 HWY 277 NORTH,MR. D'S LIQUOR & BEER LLC,MR. D'S LIQUOR & BEER LLC,325-387-3351,Sutton,,30.57678205,-100.6503586,30.57678205,-100.6503586
1522,HWY 21W SUITE C,CEDAR CREEK,TX,78612,1522 HWY 21W SUITE C,MR. LIQUOR,REDDY BUSINESS SOLUTIONS INC.,512-308-9882,Bastrop,,30.09419382,-97.4868525,30.0857,-97.5281
1418,GEARS ROAD SUITE A,HOUSTON,TX,77067,1418 GEARS ROAD SUITE A,MR. LIQUOR,TOTAL LIQUOR & MORE INC.,,Harris,,29.9476114,-95.4439532,29.9463,-95.4443
6634,BINZ ENGLEMAN ROAD SUITE 103,CONVERSE,TX,78109-1078,6634 BINZ ENGLEMAN ROAD SUITE 103,MR. LIQUOR,SNP UNITED LLC,,Bexar,,29.48789487,-98.29146051,29.4628,-98.3589
8501,ANTOINE DRIVE SUITE B,HOUSTON,TX,77088,8501 ANTOINE DRIVE SUITE B,MR. LIQUOR,TOTAL LIQUOR & MORE INC.,832-863-4756,Harris,,29.89115909,-95.47908363,29.8912,-95.4792
11590,GALM ROAD SUITE 103,SAN ANTONIO,TX,78254,11590 GALM ROAD SUITE 103,MR. LIQUOR #2,SNP UNITED LLC,210-396-3961,Bexar,,29.51614281,-98.75812035,29.5266,-98.7188
1518,W CAMERON AVENUE SUITE B,ROCKDALE,TX,76567,1518 W CAMERON AVENUE SUITE B,MR. LIQUOR 2,NCM LIQUOR LLC,512-446-0731,Milam,,30.64683421,-97.02062088,30.64683421,-97.02062088
2002,FRY ROAD SUITE 115B,HOUSTON,TX,77084,2002 FRY ROAD SUITE 115B,MR. LIQUOR STORE,P & J HOLDINGS LLC,,Harris,,29.7963353,-95.7182756,29.7962,-95.7185
7215,SCOTT STREET,HOUSTON,TX,77021,7215 SCOTT STREET,MS LESA'S LIQUOR STORE,MS LESA LLC,,Harris,,29.68558613,-95.3648046,29.6857,-95.3646
13400,HWY 36 SUITE 114,NEEDVILLE,TX,77461,13400 HWY 36 SUITE 114,MS. VICKI'S LIQUOR STORE II,GN BUSINESS LLC,979-793-2281,Fort Bend,,29.3974587,-95.8341919,29.3974,-95.8342
502,HWY 101 SOUTH SUITE C,CHICO,TX,76431,502 HWY 101 SOUTH SUITE C,MUGGS AND JUGGS,"MOSS, MICHAEL CRAIG",940-644-2007,Wise,,33.29922895,-97.79408135,33.2901,-97.7946
5814,JENSEN DRIVE,HOUSTON,TX,77026,5814 JENSEN DRIVE,MVN LIQUOR STORE,BARIA CORPORATION,713-691-2673,Harris,,29.81292,-95.3417883,29.813,-95.342
6606,FM 1488 SUITE 152,MAGNOLIA,TX,77354,6606 FM 1488 SUITE 152,MVP LIQUOR,SHREE AMBEMA CORPORATION,936-321-0036,Montgomery,,30.22187854,-95.61485521,30.223,-95.5666
2400,FM 2920 SUITE 270,SPRING,TX,77388,2400 FM 2920 SUITE 270,MVS LIQUOR'S,BANDHU & GROUP INC.,281-719-5003,Harris,,30.0708219,-95.453524,30.0712,-95.4545
1601,IH 35S SUITE 390,ROUND ROCK,TX,78664,1601 IH 35S SUITE 390,MY CHOICE LIQUOR,MARA DISTBRIBUTORS L.L.C.,(512) 388-2661,Williamson,,30.50483665,-97.64572853,30.4943,-97.6768
10940,LAKE JUNE ROAD,BALCH SPRINGS,TX,75180,10940 LAKE JUNE ROAD,MY LIQUOR STOP,ZAVIAN LIQUOR INC,214-426-6369,Dallas,,32.7334,-96.6378,32.7337,-96.6377
7701,ANDREWS HWY,ODESSA,TX,79765,7701 ANDREWS HWY,N A HURRY,KD LT CAPITAL GROUP LLC,432-550-2525,Ector,,31.92068442,-102.3973223,31.9214,-102.398
1810,BAIRDFARM ROAD,ARLINGTON,TX,76006,1810 BAIRDFARM ROAD,N BEACH LIQUOR LLC,N. BEACH LIQUOR LLC,817-312-2067,Tarrant,,32.76366997,-97.08539804,32.7644,-97.0858
7766,W BELLFORT STREET,HOUSTON,TX,77071-2105,7766 W BELLFORT STREET,NAMI LIQUOR,"PHAM, ANDREA NGAN",713-772-8761,Harris,,29.65596648,-95.51379647,29.6563,-95.5139
209,S BLUE MOUND ROAD,BLUE MOUND,TX,76131,209 S BLUE MOUND ROAD,NANCY EXPRESS LIQUOR,PRD BROTHERS LLC,817-232-5586,Tarrant,,32.8603854,-97.3425535,32.8603,-97.3428
2400,MEACHAM BOULEVARD SUITE A,FORT WORTH,TX,76106,2400 MEACHAM BOULEVARD SUITE A,NANCY'S LIQUOR,ALPS REALTY OF TEXAS INC.,817-624-9800,Tarrant,,32.82382693,-97.31660743,32.8239,-97.3164
6272,WILCREST DRIVE,HOUSTON,TX,77072,6272 WILCREST DRIVE,NAPA LIQUOR,6272 WILCREST LLC,832-552-5545,Harris,,29.7121971,-95.57144254,29.7129,-95.5721
953,E NASA ROAD #1,HOUSTON,TX,77058,953 E NASA ROAD #1,NASA LIQUOR,NASA LIQUOR CORPORATION,(281) 280-8488,Harris,,29.54556,-95.10726777,29.5382,-95.1171
138,FAIRMONT PARKWAY 'A',PASADENA,TX,77504,138 FAIRMONT PARKWAY 'A',NASA LIQUOR #3 DISCOUNT CENTER,VUONG THU CORPORATION,,Harris,,29.65089719,-95.20769538,29.6501,-95.2062
3509,PALMER HWY SUITE A,TEXAS CITY,TX,77590,3509 PALMER HWY SUITE A,NASA LIQUOR 2,HUONG TRAN HERHOLD CORPORATION,409-945-7777,Galveston,,29.39523778,-94.94935665,29.3937,-94.9485
4838,FAIRMONT PARKWAY,PASADENA,TX,77505,4838 FAIRMONT PARKWAY,NASA LIQUOR AND LOTTO,ANPRI LLC,281-487-3018,Harris,,29.64943382,-95.17064136,29.6486,-95.1696
18055,POINT LOOKOUT,NASSAU BAY,TX,77058,18055 POINT LOOKOUT,NASA STOP N SHOP,"HOQ, DILARA",281-652-8187,Harris,,29.54858644,-95.09492189,29.5485,-95.0945
18038,UPPER BAY ROAD,NASSAU BAY,TX,77058,18038 UPPER BAY ROAD,NASSAU BAY LIQUOR,NBL MERCHANT GROUP LLC,281-333-3220,Harris,,29.55010457,-95.08978962,29.5501,-95.0903
1701,HWY 87,CRYSTAL BEACH,TX,77650,1701 HWY 87,NAUTI'S BEER & LIQUOR BARN,"PALMER, BILLY LEE",,Galveston,,29.4565375,-94.6427536,29.4565,-94.6427
7997,W AIRPORT BOULEVARD SPACE D,HOUSTON,TX,77071,7997 W AIRPORT BOULEVARD SPACE D,NEIGHBORHOOD LIQUOR,NEIGHBORHOOD WINE & LIQUOR L.L.C.,713-462-1496,Harris,,29.6417435,-95.5182522,29.6418,-95.5182
1724,AIRLINE DRIVE,HOUSTON,TX,77009,1724 AIRLINE DRIVE,NEIGHBORHOOD LIQUOR MART,N LIQUOR MART LIMITED LIABILITY COMPANY,,Harris,,29.8024768,-95.3816396,29.8025,-95.3817
8302,STONE STREET SUITE 101,HOUSTON,TX,77061,8302 STONE STREET SUITE 101,NEIGHBOURS LIQUOR,BRAAHMI INCORPORATED,,Harris,,29.6718996,-95.2672737,29.6719,-95.2673
1880,BARKER CYPRESS ROAD,HOUSTON,TX,77084,1880 BARKER CYPRESS ROAD,NEW EXPRESS LIQUOR,ANTRA USA CORPORATION,713-647-6767,Harris,,29.79460951,-95.68818524,29.7961,-95.6878
17539,IMPERIAL VALLEY DRIVE,HOUSTON,TX,77060,17539 IMPERIAL VALLEY DRIVE,NEW GREEN'S DISCOUNT LIQUOR,METHAN INVESTMENTS INC.,281-872-8300,Harris,,29.9535117,-95.39994604,29.9518,-95.4008
6015,LOHMAN FORD ROAD SUITE 104,LAGO VISTA,TX,78645-5161,6015 LOHMAN FORD ROAD SUITE 104,NEW LAGO LIQUOR,JN ENTERPRISE INC.,512-267-9172,Travis,,30.45138035,-97.97861002,30.4513,-97.9786
13451,FM 56 SUITE A,MORGAN,TX,76671,13451 FM 56 SUITE A,NEW LAKESIDE LIQUOR STORE,LUMVINI INTERNATIONAL LLC,254-775-4565,Bosque,,32.01586266,-97.4947207,32.0148,-97.494
6340,N ELDRIDGE PARKWAY SUITE A1,HOUSTON,TX,77041,6340 N ELDRIDGE PARKWAY SUITE A1,NEW LIQUOR & LIQUORS,METHAN INVESTMENTS INC.,,Harris,,29.8643074,-95.6065816,29.8655,-95.6069
200,N MEYER,SEALY,TX,77474,200 N MEYER,NEW REBA'S LIQUOR,A&S AMERICAN INC. LIMITED LIABILITY COMPANY,979-885-2821,Austin,,29.78398211,-96.15830856,29.7841,-96.1588
343,S CONGRESS AVENUE 'C',AUSTIN,TX,78704,343 S CONGRESS AVENUE 'C',NEW WORLD LIQUOR,EAGLE LIQUOR INC,512-440-4600,Travis,,30.2572078,-97.7465084,30.2572,-97.7464
20669,W LAKE HOUSTON PARKWAY,HUMBLE,TX,77346,20669 W LAKE HOUSTON PARKWAY,NEWTEX WINES AND SPIRITS,NEWTEX WINES & SPIRITS LLC,,Harris,,30.0115784,-95.1798315,30.0115,-95.1801
5812,AVE P SUITE A,LUBBOCK,TX,79412,5812 AVE P SUITE A,NICK STOP LIQUOR,M & R RETAIL LLC,806-543-9543,Lubbock,,33.54067315,-101.853337,33.5407,-101.853
8145,HWY 6S SUITE 112,HOUSTON,TX,77083,8145 HWY 6S SUITE 112,NN V'S LIQUOR,NIRBHAU NIRVAIR INC.,,Harris,,29.6931762,-95.64888425,29.6919,-95.6433
14308,MONTANA AVENUE SPACE F,EL PASO,TX,79938,14308 MONTANA AVENUE SPACE F,NOMA LIQUOR BEER AND WINE,"KULARATNE, MAHESH SRIJITH LAKPRIYA",,El Paso,,31.81769045,-106.1832967,31.8172,-106.181
12087,BEECHNUT,HOUSTON,TX,77072,12087 BEECHNUT,NONA LIQUOR,"BIAGHOSHI, KATHERINE ARZPAYMA",281-568-3675,Harris,,29.68877579,-95.59229297,29.6885,-95.5898
108,MAIN STREET,NORMANGEE,TX,77871,108 MAIN STREET,NORMANGEE PACKAGE AND GIFTS,"TENALIO, MARK STEVEN",(936) 396-6415,Leon,,31.02996123,-96.11010909,31.0323,-96.1091
120,UNIVERSITY AVENUE #200,LUBBOCK,TX,79415,120 UNIVERSITY AVENUE #200,NORTHSIDE LIQUOR,"SHRESTHA, PEMA CHOEZOAM",806-701-4002,Lubbock,,33.59632873,-101.8709898,33.5962,-101.871
3563,FAR WEST BOULEVARD SUITE 100,AUSTIN,TX,787313029,3563 FAR WEST BOULEVARD SUITE 100,NORTHWEST HILLS LIQUOR,SCHLESENER LIQUOR LLC,(512) 349-2828,Travis,,30.3530204,-97.7538824,30.353,-97.754
2700,NUECES STREET '103',AUSTIN,TX,78705,2700 NUECES STREET '103',NUECES LIQUOR,SRRK INC.,512-391-9100,Travis,,30.2920704,-97.7432066,30.2922,-97.743
14017,HIRAM CLARKE B2,HOUSTON,TX,77045,14017 HIRAM CLARKE B2,O & D LIQUOR,"REBOLLAR, OSCAR",713-434-2337,Harris,,29.623553,-95.4457934,29.6235,-95.4458
2705,NE 28TH STREET SUITE 100,FORT WORTH,TX,761112923,2705 NE 28TH STREET SUITE 100,O'S SPIRITS,HAPPY SPIRITS LTD.,(817) 838-8853,Tarrant,,32.7955027,-97.3069049,32.7955,-97.3069
26834,IH 45 NORTH,SPRING,TX,77386,26834 IH 45 NORTH,OAK RIDGE LIQUOR,OAK RIDGE LIQUOR LLC,832-616-3886,Montgomery,,30.10125915,-95.35585063,30.1536,-95.4473
1508,W DUVAL STREET,TROUP,TX,75789,1508 W DUVAL STREET,OASIS 110 LIQUOR,TOOTER CORPORATION,903-842-2135,Smith,,32.1454232,-95.13663692,32.1455,-95.1365
525,E LONGVIEW,ARP,TX,75750,525 E LONGVIEW,OASIS 135 LIQUOR,TOOTER CORPORATION,903-360-8369,Smith,,32.23375493,-95.04565099,32.2344,-95.0448
10802,LEOPARD,CORPUS CHRISTI,TX,784102607,10802 LEOPARD,OASIS DISCOUNT LIQUOR,SWACHI INC.,(361) 241-3171,Nueces,,27.8421075,-97.57977029,27.8426,-97.5796
2588,MORGAN,CORPUS CHRISTI,TX,784051807,2588 MORGAN,OASIS DISCOUNT LIQUOR #2,VICHI INC.,361-881-8941,Nueces,,27.77812739,-97.41836813,27.7784,-97.4186
10801,LEOPARD STREET,CORPUS CHRISTI,TX,78410,10801 LEOPARD STREET,OASIS DISCOUNT LIQUOR #4,SWACHI INC.,361-248-4125,Nueces,,27.84194058,-97.57984253,27.8419,-97.5803
6144,OLD HWY 135 NORTH SUITE 100,LIBERTY CITY,TX,75662,6144 OLD HWY 135 NORTH SUITE 100,OASIS I-20 LIQUOR,TOOTER CORPORATION,903-842-2135,Gregg,,32.38398489,-94.87015023,32.4367,-94.9451
15014,SPRING CYPRESS ROAD SUITE 240,CYPRESS,TX,77429,15014 SPRING CYPRESS ROAD SUITE 240,OASIS LIQUOR,WANG LIQUORS LLC,,Harris,,29.9856067,-95.65542313,29.9922,-95.6517
6911,FM 521 SUITE 400,ARCOLA,TX,77583,6911 FM 521 SUITE 400,OASIS SPIRITS & WINE,OASIS SPIRITS & WINE LLC,832-282-3175,Fort Bend,,29.483876,-95.470181,29.4835,-95.47
611,UNIVERSITY BOULEVARD,GALVESTON,TX,77550,611 UNIVERSITY BOULEVARD,OCEAN FOOD STORE,JENIJAYD ENTERPRISES INC.,409-762-8650,Galveston,,29.308458,-94.7739445,29.3084,-94.774
1201,S DIXIE BOULEVARD,ODESSA,TX,79761,1201 S DIXIE BOULEVARD,ODESSA LIQUOR,"NHEK, BUNEY",432-332-9636,Ector,,31.83673867,-102.3518608,31.8368,-102.352
7215,BELLERIVE DRIVE SUITE A,HOUSTON,TX,77036,7215 BELLERIVE DRIVE SUITE A,OLA LIQUOR & BEVERAGES CO.,"SOGA, MICHAEL OLA",713-974-3026,Harris,,29.7126708,-95.5109115,29.7127,-95.5109
1901,W WILLIAM CANNON DRIVE #165B,AUSTIN,TX,78745,1901 W WILLIAM CANNON DRIVE #165B,OLD SCHOOL LIQUOR & MARKET,OLD SCHOOL LIQUOR & MARKET LLC,512-507-1740,Travis,,30.2018798,-97.8050512,30.2022,-97.8061
2305,CALDER STREET,BEAUMONT,TX,77702,2305 CALDER STREET,OLD TOWN LIQUOR,SHANU PYARI ENTERPRISES INC.,(409) 813-1200,Jefferson,,30.0855445,-94.1204285,30.0855,-94.1205
1502,BESSEMER,LLANO,TX,786430370,1502 BESSEMER,OLEN'S ICE BOX INC.,OLEN'S ICE BOX INC.,(325) 247-4027,Llano,,30.76569834,-98.67344501,30.7666,-98.6727
205,HWY 7 WEST,EDDY,TX,76524,205 HWY 7 WEST,OLIVER'S SOUTHERN SPIRITS,OLIVER'S SOUTHERN SPIRITS L.L.C.,254-859-9004,Falls,,31.29068294,-97.24084223,31.2942,-97.2498
3411,34TH STREET,LUBBOCK,TX,79410-2829,3411 34TH STREET,OLLIE'S LIQUOR,OLLIE'S LIQUOR LLC,,Lubbock,,33.56317405,-101.8880513,33.5628,-101.89
1730,BF TERRY BLVD '1002',ROSENBERG,TX,77471,1730 BF TERRY BLVD '1002',OM STAR LIQUOR,ARYANJEEYA INC.,281-239-0833,Fort Bend,,29.5527963,-95.76723193,29.554,-95.7674
2757,RAYFORD ROAD SUITE E,SPRING,TX,77386,2757 RAYFORD ROAD SUITE E,OMKAR LIQUOR,SHREE SIDDHIDATRI INC.,281-298-8747,Montgomery,,30.12157605,-95.39939288,30.1215,-95.3995
3702,FM 1960 WEST SUITE R,HOUSTON,TX,77068,3702 FM 1960 WEST SUITE R,OMNI LIQUOR,TN OMNI INC.,(281) 631-9990,Harris,,29.9956823,-95.4859139,29.9951,-95.4857
724,GREENS ROAD,HOUSTON,TX,77060,724 GREENS ROAD,ON SALE LIQUOR,"GRIFALDO, DAVID ROJAS",,Harris,,29.95052255,-95.39821795,29.9502,-95.3985
808,HWY 16 SOUTH,SAN SABA,TX,76877,808 HWY 16 SOUTH,ON THE ROCKS LIQUOR,ON THE ROCKS LIQUOR LLC,,San Saba,,31.18945789,-98.71849794,31.1767,-98.7199
7915,LOOP 1604 NORTHWEST SUITE 104,SAN ANTONIO,TX,78254,7915 LOOP 1604 NORTHWEST SUITE 104,ONE SHOT LIQUOR,"VAN NORDHEIM, JOHN CHARLES",210-732-5900,Bexar,,29.53691414,-98.73773238,29.5142,-98.6965
10272,W 42ND ST SUITE B,ODESSA,TX,79764,10272 W 42ND ST SUITE B,ONE STOP LIQUOR,WAZAM INVESTMENTS INC,469-321-1471,Ector,,31.8573129,-102.4956843,31.8562,-102.501
520,N FRIENDSWOOD DRIVE,FRIENDSWOOD,TX,77546,520 N FRIENDSWOOD DRIVE,ONE STOP LIQUOR STORE,VONN LAM INVESTMENT INC.,,Galveston,,29.53875329,-95.21413548,29.5381,-95.2134
9702,BROCKBANK DRIVE SUITE 120,DALLAS,TX,75220,9702 BROCKBANK DRIVE SUITE 120,ORALE LIQUOR STORE,CHARISMA GROUP LLC,,Dallas,,32.8669,-96.875,32.8669,-96.875
13354,JONES ROAD,HOUSTON,TX,77070,13354 JONES ROAD,ORION #1 LIQUOR,GAYATRI SAINATH LP,(281) 890-7675,Harris,,29.96797896,-95.58477309,29.968,-95.5848
506,LOOP 254 WEST,RANGER,TX,76470-2116,506 LOOP 254 WEST,OUTLAW LIQUOR STORE,"SAMRETH, NAVY CHAN",254-647-3474,Eastland,,32.47241836,-98.67477794,32.47241836,-98.67477794
4218,E LANCASTER AVENUE,FORT WORTH,TX,76103,4218 E LANCASTER AVENUE,P & M LIQUOR,AAMA INC.,,Tarrant,,32.7404693,-97.260559,32.7404,-97.2605
701,OLD HWY 135 SOUTH,KILGORE,TX,75662,701 OLD HWY 135 SOUTH,P V CUT-RATE LIQUOR,PV CUT RATE LIQUOR LLC,903-985-4785,Gregg,,32.38398489,-94.87015023,32.3947,-94.9123
1009,HOOKS AVENUE,DONNA,TX,78537,1009 HOOKS AVENUE,PACOS LIQUOR STORE,U.S. LIQUOR STORES LLC,956-451-4547,Hidalgo,,26.17030648,-98.05202994,26.1702,-98.0525
1005,HENDERSON,PALACIOS,TX,77465,1005 HENDERSON,PALACIOS HARBOR SPIRITS,"VU, FAUSTINA LONGORIA",,Matagorda,,28.71377296,-96.22496365,28.7135,-96.2243
3911,HWY 35 SOUTH,ROCKPORT,TX,78382,3911 HWY 35 SOUTH,PALM LIQUOR,"MUSE, DEBBIE TUCKER",361-790-9917,Aransas,,28.13500021,-97.05317846,28.0719,-97.0418
2711,61ST STREET SUITE 110,GALVESTON,TX,77551,2711 61ST STREET SUITE 110,PALM LIQUOR SPEC'S WINE & SPIRITS SPEC'S WINE SPIRITS AND FINER,SPEC'S FAMILY PARTNERS LTD.,(713) 526-8787,Galveston,,29.2709211,-94.8308513,29.2708,-94.8308
4500,E PALM VALLEY BOULEVARD,ROUND ROCK,TX,78665-2663,4500 E PALM VALLEY BOULEVARD,PALM VALLEY LIQUORS,PALM VALLEY LLC,,Williamson,,30.532888,-97.6167051,30.5331,-97.6163
4775,W PANTHER CREEK DRIVE,THE WOODLANDS,TX,77381,4775 W PANTHER CREEK DRIVE,PANTHER CREEK WINE & SPIRITS,NIRIVA LLC,,Montgomery,,30.16861033,-95.50440192,30.1679,-95.504
13199,HWY 259,NACOGDOCHES,TX,75965,13199 HWY 259,PAPA BILLS LIQUOR,O & P INC.,936-569-8538,Nacogdoches,,31.72383156,-94.62603047,31.7481,-94.6759
819,S GASTON STREET,CRANE,TX,79731,819 S GASTON STREET,PAPA CHUY'S LIQUOR,PAPA CHUY'S LLC,432-558-3888,Crane,,31.39494041,-102.3493541,31.3951,-102.349
1228,LOCKWOOD,TAHOKA,TX,79373,1228 LOCKWOOD,PAPA JOES BEER WINE & LIQUOR,MAMA LILLY INC.,806-561-2220,Lynn,,33.17080448,-101.8344274,33.1667,-101.792
413,W 12TH,MONAHANS,TX,79756,413 W 12TH,PAPI'S LIQUOR LLC,PAPI'S LIQUOR LLC,432-614-4386,Ward,,31.58228165,-102.892961,31.5826,-102.892
6204,E ROSEDALE STREET,FORT WORTH,TX,76112,6204 E ROSEDALE STREET,PARADISE BEVERAGE,RUSSTAM CORPORATION,(817) 446-4425,Tarrant,,32.7293319,-97.2231772,32.7292,-97.2231
7409,HWY 190 WEST,NEWTON,TX,75966,7409 HWY 190 WEST,PARADISE LIQUOR,PHARMA USA INC.,409-384-9980,Newton,,30.83520734,-93.72840006,30.83520734,-93.72840006
6504,HWY 380 EAST,CROSS ROADS,TX,76227,6504 HWY 380 EAST,PARADISE LIQUOR,PARADISE FINE SPIRITS & FINER FOODS LLC,940-395-9091,Denton ,,33.27391526,-96.99051085,33.2311,-97.0019
301,LEGACY DRIVE SUITE B,PLANO,TX,75023,301 LEGACY DRIVE SUITE B,PARADISE LIQUOR,PARADISE FINE SPIRITS & FINER FOODS LLC,,Collin,,33.0684,-96.6992,33.0686,-96.6993
1217,FM 407 WEST,CORRAL CITY,TX,76226-5723,1217 FM 407 WEST,PARADISE SPIRITS & WINES,RCG F&B LLC,940-648-3573,Denton ,,33.100374,-97.22500932,33.1,-97.2265
4280,HWY 87S SUITE 1,CENTER,TX,75935,4280 HWY 87S SUITE 1,PARKER'S PACKAGE STORE,"PARKER, KELLY KOONCE",936-598-4096,Shelby,,31.73268427,-94.20157425,31.7682,-94.088
22090,WESTHEIMER PARKWAY,KATY,TX,77450,22090 WESTHEIMER PARKWAY,PARKWAY LIQUOR,"PATEL, VIJAY CHIMANBHAI",(281) 398-2737,Fort Bend,,29.73432869,-95.75493614,29.7348,-95.7532
3530,N 19TH STREET,WACO,TX,767082008,3530 N 19TH STREET,PARTY PACK LIQUOR BEER & WINE,SAMPOVMEAS INC.,(254) 235-6789,McLennan,,31.5774961,-97.1711212,31.5776,-97.1711
8227,WINDFERN ROAD,HOUSTON,TX,77040,8227 WINDFERN ROAD,PARTY PANTRY LIQUOR,"VAIDYA, MANVENDRA RAVINDRA",713 466-1583,Harris,,29.89066801,-95.53753893,29.8913,-95.5379
5747,W AMARILLO BOULEVARD SUITE 500,AMARILLO,TX,79106-4019,5747 W AMARILLO BOULEVARD SUITE 500,PARTY STOP #1,PARTY-STOP INC.,806-353-5553,Potter,,35.2115864,-101.9016593,35.2116,-101.902
6018,WESTERN STREET,AMARILLO,TX,79110,6018 WESTERN STREET,PARTY STOP #4 LIQUOR BEER FINE WINE & SPIRITS,PARTY-STOP INC.,806-353-5678,Randall,,35.1450637,-101.884294,35.145,-101.884
